p,mode,seed,video_id,precision,recall,f1,tp,fp,fn,n_pred_events,mean_score,std_score,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,total_tp,total_fp,total_fn
0.1,naive_zero,3,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.2772116640113073,0.1229964728169635,,,,,,,,,
0.1,naive_zero,3,__MICRO_MACRO__,0.48318924111431316,0.5311510031678986,0.5060362173038229,503.0,538.0,444.0,,,,0.48318924111431316,0.5311510031678986,0.5060362173038229,0.5973642007364743,0.5787414041042208,0.5465892623820328,503.0,538.0,444.0
0.1,naive_zero,4,V1,0.9310344827586207,0.35294117647058826,0.5118483412322276,54.0,4.0,99.0,58,0.3259393903453712,0.10703879827998622,,,,,,,,,
0.1,naive_zero,4,V2,0.5714285714285714,0.4444444444444444,0.5,4.0,3.0,5.0,7,0.34295613442796713,0.12027067041611891,,,,,,,,,
0.1,naive_zero,4,V3,0.5238095238095238,0.2619047619047619,0.3492063492063492,11.0,10.0,31.0,21,0.3358943413477563,0.1266490293022742,,,,,,,,,
0.1,naive_zero,4,V4,0.46153846153846156,0.5,0.48000000000000004,6.0,7.0,6.0,13,0.370089930487177,0.13270100732809242,,,,,,,,,
0.1,naive_zero,4,V5,0.9333333333333333,0.5,0.6511627906976745,14.0,1.0,14.0,15,0.284659167293592,0.14447699392186408,,,,,,,,,
0.1,naive_zero,4,V6,0.43843498273878023,0.5562043795620438,0.49034749034749037,381.0,488.0,304.0,869,0.16158021956543592,0.12638983951483426,,,,,,,,,
0.1,naive_zero,4,V7,0.6666666666666666,0.8,0.7272727272727272,4.0,2.0,1.0,6,0.3404372407109951,0.12577101366683816,,,,,,,,,
0.1,naive_zero,4,V8,0.8571428571428571,0.8571428571428571,0.8571428571428571,6.0,1.0,1.0,7,0.3394486788615029,0.13877045654483325,,,,,,,,,
0.1,naive_zero,4,V9,0.5,0.25,0.3333333333333333,1.0,1.0,3.0,2,0.24229714198281735,0.13092328637762451,,,,,,,,,
0.1,naive_zero,4,V10,0.4,1.0,0.5714285714285715,2.0,3.0,0.0,5,0.27020127427925533,0.12331802912024308,,,,,,,,,
0.1,naive_zero,4,__MICRO_MACRO__,0.481555333998006,0.5100316789862724,0.49538461538461537,483.0,520.0,464.0,,,,0.481555333998006,0.5100316789862724,0.49538461538461537,0.6283388879416816,0.5522637619524695,0.547174246066123,483.0,520.0,464.0
0.1,naive_zero,5,V1,0.9180327868852459,0.3660130718954248,0.5233644859813084,56.0,5.0,97.0,61,0.32833622329654133,0.10490416320866729,,,,,,,,,
0.1,naive_zero,5,V2,0.5,0.4444444444444444,0.47058823529411764,4.0,4.0,5.0,8,0.363107382096873,0.1208566298947007,,,,,,,,,
0.1,naive_zero,5,V3,0.48,0.2857142857142857,0.3582089552238806,12.0,13.0,30.0,25,0.3354764194713985,0.12744321119695357,,,,,,,,,
0.1,naive_zero,5,V4,0.4666666666666667,0.5833333333333334,0.5185185185185186,7.0,8.0,5.0,15,0.36482651530664023,0.1332480219463799,,,,,,,,,
0.1,naive_zero,5,V5,1.0,0.5,0.6666666666666666,14.0,0.0,14.0,14,0.2871232515110244,0.14697979685985915,,,,,,,,,
0.1,naive_zero,5,V6,0.44107744107744107,0.5737226277372263,0.49873096446700504,393.0,498.0,292.0,891,0.1618852429522229,0.12652594586549248,,,,,,,,,
0.1,naive_zero,5,V7,0.5,0.6,0.5454545454545454,3.0,3.0,2.0,6,0.32776459977828,0.12921895415261722,,,,,,,,,
0.1,naive_zero,5,V8,0.7777777777777778,1.0,0.8750000000000001,7.0,2.0,0.0,9,0.33942589893474734,0.13108253220369342,,,,,,,,,
0.1,naive_zero,5,V9,0.5,0.25,0.3333333333333333,1.0,1.0,3.0,2,0.24492691716955947,0.1372995765691149,,,,,,,,,
0.1,naive_zero,5,V10,0.2857142857142857,1.0,0.4444444444444445,2.0,5.0,0.0,7,0.2786079373531734,0.12327739160390067,,,,,,,,,
0.1,naive_zero,5,__MICRO_MACRO__,0.48073217726396916,0.5269271383315733,0.5027707808564231,499.0,539.0,448.0,,,,0.48073217726396916,0.5269271383315733,0.5027707808564231,0.5869268958121417,0.5603227763124715,0.523431014938382,499.0,539.0,448.0
0.1,naive_zero,6,V1,0.9,0.35294117647058826,0.5070422535211269,54.0,6.0,99.0,60,0.32991125884886535,0.10602811109077258,,,,,,,,,
0.1,naive_zero,6,V2,0.5,0.4444444444444444,0.47058823529411764,4.0,4.0,5.0,8,0.36159396707081826,0.11866887092363558,,,,,,,,,
0.1,naive_zero,6,V3,0.6521739130434783,0.35714285714285715,0.4615384615384615,15.0,8.0,27.0,23,0.33947039674880475,0.12777321845433723,,,,,,,,,
0.1,naive_zero,6,V4,0.36363636363636365,0.3333333333333333,0.34782608695652173,4.0,7.0,8.0,11,0.3707616863578973,0.1317842162983211,,,,,,,,,
0.1,naive_zero,6,V5,1.0,0.5357142857142857,0.6976744186046512,15.0,0.0,13.0,15,0.28749915417247524,0.14049878496176998,,,,,,,,,
0.1,naive_zero,6,V6,0.44036697247706424,0.5605839416058395,0.4932562620423893,384.0,488.0,301.0,872,0.1618684488384262,0.1267202797767975,,,,,,,,,
0.1,naive_zero,6,V7,0.5,0.6,0.5454545454545454,3.0,3.0,2.0,6,0.3284986848908132,0.12522187169002316,,,,,,,,,
0.1,naive_zero,6,V8,0.7142857142857143,0.7142857142857143,0.7142857142857143,5.0,2.0,2.0,7,0.32928511308376374,0.14274681806877104,,,,,,,,,
0.1,naive_zero,6,V9,0.5,0.5,0.5,2.0,2.0,2.0,4,0.23597361681031298,0.12782347364929497,,,,,,,,,
0.1,naive_zero,6,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.2733768441663179,0.12238336442041226,,,,,,,,,
0.1,naive_zero,6,__MICRO_MACRO__,0.48221343873517786,0.515311510031679,0.49821337417049516,488.0,524.0,459.0,,,,0.48221343873517786,0.515311510031679,0.49821337417049516,0.5903796296775954,0.5398445752997063,0.5237665977697528,488.0,524.0,459.0
0.1,naive_zero,7,V1,0.9,0.35294117647058826,0.5070422535211269,54.0,6.0,99.0,60,0.32647498552308735,0.10590843460302692,,,,,,,,,
0.1,naive_zero,7,V2,0.5555555555555556,0.5555555555555556,0.5555555555555556,5.0,4.0,4.0,9,0.3530471839972365,0.1172480780076041,,,,,,,,,
0.1,naive_zero,7,V3,0.44,0.2619047619047619,0.3283582089552239,11.0,14.0,31.0,25,0.3399874104939556,0.12771782959765368,,,,,,,,,
0.1,naive_zero,7,V4,0.3076923076923077,0.3333333333333333,0.32,4.0,9.0,8.0,13,0.36748721190462685,0.13023308454838192,,,,,,,,,
0.1,naive_zero,7,V5,1.0,0.5357142857142857,0.6976744186046512,15.0,0.0,13.0,15,0.2848568579963641,0.1397716013256988,,,,,,,,,
0.1,naive_zero,7,V6,0.4384180790960452,0.5664233576642336,0.4942675159235669,388.0,497.0,297.0,885,0.16168292072493828,0.12683764880856624,,,,,,,,,
0.1,naive_zero,7,V7,0.6,0.6,0.6,3.0,2.0,2.0,5,0.3216368102672789,0.1311349712874589,,,,,,,,,
0.1,naive_zero,7,V8,0.7,1.0,0.8235294117647058,7.0,3.0,0.0,10,0.33452828970535087,0.1421317995224324,,,,,,,,,
0.1,naive_zero,7,V9,0.5,0.5,0.5,2.0,2.0,2.0,4,0.2306286952645881,0.1386775500088624,,,,,,,,,
0.1,naive_zero,7,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.284242714652716,0.12368331604506168,,,,,,,,,
0.1,naive_zero,7,__MICRO_MACRO__,0.4757751937984496,0.518479408658923,0.4962102071753411,491.0,541.0,456.0,,,,0.4757751937984496,0.518479408658923,0.4962102071753411,0.5774999275677242,0.5705872470642758,0.5326427364324829,491.0,541.0,456.0
0.1,naive_zero,8,V1,0.9032258064516129,0.3660130718954248,0.5209302325581395,56.0,6.0,97.0,62,0.32559645276828536,0.10550134011115504,,,,,,,,,
0.1,naive_zero,8,V2,0.6666666666666666,0.4444444444444444,0.5333333333333333,4.0,2.0,5.0,6,0.3501095802151719,0.11723839942883522,,,,,,,,,
0.1,naive_zero,8,V3,0.4583333333333333,0.2619047619047619,0.33333333333333337,11.0,13.0,31.0,24,0.340780607373182,0.12766700305138898,,,,,,,,,
0.1,naive_zero,8,V4,0.5,0.5833333333333334,0.5384615384615384,7.0,7.0,5.0,14,0.36895829957823306,0.1346247753937574,,,,,,,,,
0.1,naive_zero,8,V5,1.0,0.5714285714285714,0.7272727272727273,16.0,0.0,12.0,16,0.28985649670185654,0.14000490649342087,,,,,,,,,
0.1,naive_zero,8,V6,0.43714609286523215,0.5635036496350365,0.49234693877551017,386.0,497.0,299.0,883,0.16202605621193886,0.12728634563811253,,,,,,,,,
0.1,naive_zero,8,V7,0.5714285714285714,0.8,0.6666666666666666,4.0,3.0,1.0,7,0.33172541176558185,0.12754018679399187,,,,,,,,,
0.1,naive_zero,8,V8,1.0,0.8571428571428571,0.923076923076923,6.0,0.0,1.0,6,0.32925599318490323,0.13547183889987907,,,,,,,,,
0.1,naive_zero,8,V9,0.6666666666666666,0.5,0.5714285714285715,2.0,1.0,2.0,3,0.24353449750253672,0.12787659179958366,,,,,,,,,
0.1,naive_zero,8,V10,0.4,1.0,0.5714285714285715,2.0,3.0,0.0,5,0.27206941337080626,0.12256652367475945,,,,,,,,,
0.1,naive_zero,8,__MICRO_MACRO__,0.48148148148148145,0.5216473072861668,0.5007602635580334,494.0,532.0,453.0,,,,0.48148148148148145,0.5216473072861668,0.5007602635580334,0.6603467137412083,0.594777068978443,0.5878278836335313,494.0,532.0,453.0
0.1,naive_zero,9,V1,0.9152542372881356,0.35294117647058826,0.5094339622641509,54.0,5.0,99.0,59,0.3293895123112024,0.10563822553390144,,,,,,,,,
0.1,naive_zero,9,V2,0.4444444444444444,0.4444444444444444,0.4444444444444444,4.0,5.0,5.0,9,0.34841584467400943,0.11737741117701678,,,,,,,,,
0.1,naive_zero,9,V3,0.5652173913043478,0.30952380952380953,0.39999999999999997,13.0,10.0,29.0,23,0.3422747064500088,0.12616456895046038,,,,,,,,,
0.1,naive_zero,9,V4,0.4166666666666667,0.4166666666666667,0.4166666666666667,5.0,7.0,7.0,12,0.3679828742251138,0.129960684942001,,,,,,,,,
0.1,naive_zero,9,V5,0.9285714285714286,0.4642857142857143,0.6190476190476191,13.0,1.0,15.0,14,0.28611562107823113,0.1373073500188091,,,,,,,,,
0.1,naive_zero,9,V6,0.4351747463359639,0.5635036496350365,0.4910941475826972,386.0,501.0,299.0,887,0.16204277088573066,0.12692740949215142,,,,,,,,,
0.1,naive_zero,9,V7,0.75,0.6,0.6666666666666665,3.0,1.0,2.0,4,0.3308898523632346,0.13087572491515714,,,,,,,,,
0.1,naive_zero,9,V8,0.8333333333333334,0.7142857142857143,0.7692307692307692,5.0,1.0,2.0,6,0.3306465246326441,0.12858482100734336,,,,,,,,,
0.1,naive_zero,9,V9,0.3333333333333333,0.25,0.28571428571428575,1.0,2.0,3.0,3,0.23642711365861496,0.13074147438982828,,,,,,,,,
0.1,naive_zero,9,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.2747683922206615,0.1211773056642046,,,,,,,,,
0.1,naive_zero,9,__MICRO_MACRO__,0.4750733137829912,0.5131995776135164,0.4934010152284264,486.0,537.0,461.0,,,,0.4750733137829912,0.5131995776135164,0.4934010152284264,0.5955328914610986,0.5115651175311974,0.51022985616173,486.0,537.0,461.0
0.3,explicit_alpha0,0,V1,0.9516129032258065,0.38562091503267976,0.5488372093023257,59.0,3.0,94.0,62,0.3222834508152983,0.13326246271303036,,,,,,,,,
0.3,explicit_alpha0,0,V2,0.8,0.4444444444444444,0.5714285714285714,4.0,1.0,5.0,5,0.3382823852230324,0.14285696015592905,,,,,,,,,
0.3,explicit_alpha0,0,V3,0.5625,0.42857142857142855,0.4864864864864864,18.0,14.0,24.0,32,0.32069730323597384,0.14517418082910644,,,,,,,,,
0.3,explicit_alpha0,0,V4,0.6153846153846154,0.6666666666666666,0.64,8.0,5.0,4.0,13,0.3454255335545388,0.14582443856832628,,,,,,,,,
0.3,explicit_alpha0,0,V5,0.9333333333333333,0.5,0.6511627906976745,14.0,1.0,14.0,15,0.27686950544116273,0.16378948143762698,,,,,,,,,
0.3,explicit_alpha0,0,V6,0.429198682766191,0.5708029197080292,0.4899749373433584,391.0,520.0,294.0,911,0.16292237635033027,0.1356899116278899,,,,,,,,,
0.3,explicit_alpha0,0,V7,0.6,0.6,0.6,3.0,2.0,2.0,5,0.3246974777257731,0.1593603357350623,,,,,,,,,
0.3,explicit_alpha0,0,V8,0.6666666666666666,0.5714285714285714,0.6153846153846153,4.0,2.0,3.0,6,0.33149441982785743,0.15760938018644777,,,,,,,,,
0.3,explicit_alpha0,0,V9,0.3333333333333333,0.25,0.28571428571428575,1.0,2.0,3.0,3,0.22551341472177722,0.1482424047744105,,,,,,,,,
0.3,explicit_alpha0,0,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.2722669354023566,0.1374223371872005,,,,,,,,,
0.3,explicit_alpha0,0,__MICRO_MACRO__,0.4763705103969754,0.53220696937698,0.5027431421446383,504.0,554.0,443.0,,,,0.4763705103969754,0.53220696937698,0.5027431421446383,0.6225362868043278,0.541753494585182,0.5388988896357317,504.0,554.0,443.0
0.3,explicit_alpha0,1,V1,0.8840579710144928,0.39869281045751637,0.5495495495495496,61.0,8.0,92.0,69,0.3193690525662206,0.13072213056873663,,,,,,,,,
0.3,explicit_alpha0,1,V2,0.5714285714285714,0.4444444444444444,0.5,4.0,3.0,5.0,7,0.33839190938546837,0.1286551139473204,,,,,,,,,
0.3,explicit_alpha0,1,V3,0.4827586206896552,0.3333333333333333,0.39436619718309857,14.0,15.0,28.0,29,0.3231024512018726,0.147825089311567,,,,,,,,,
0.3,explicit_alpha0,1,V4,0.5333333333333333,0.6666666666666666,0.5925925925925926,8.0,7.0,4.0,15,0.35217356147534096,0.1559981210072737,,,,,,,,,
0.3,explicit_alpha0,1,V5,0.9,0.6428571428571429,0.75,18.0,2.0,10.0,20,0.27000881441514646,0.15769057372465975,,,,,,,,,
0.3,explicit_alpha0,1,V6,0.4241781548250265,0.583941605839416,0.4914004914004914,400.0,543.0,285.0,943,0.16285669653253443,0.1355691294693274,,,,,,,,,
0.3,explicit_alpha0,1,V7,0.5714285714285714,0.8,0.6666666666666666,4.0,3.0,1.0,7,0.2963240956511284,0.15111559027341073,,,,,,,,,
0.3,explicit_alpha0,1,V8,1.0,0.7142857142857143,0.8333333333333333,5.0,0.0,2.0,5,0.3222989792052645,0.16661751364567434,,,,,,,,,
0.3,explicit_alpha0,1,V9,0.3333333333333333,0.25,0.28571428571428575,1.0,2.0,3.0,3,0.24055280840190346,0.14683848034386382,,,,,,,,,
0.3,explicit_alpha0,1,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.27784229371667135,0.14127298459186527,,,,,,,,,
0.3,explicit_alpha0,1,__MICRO_MACRO__,0.4682971014492754,0.545934530095037,0.5041443198439785,517.0,587.0,430.0,,,,0.4682971014492754,0.545934530095037,0.5041443198439785,0.6033851889386316,0.5834221717884234,0.5563623116440017,517.0,587.0,430.0
0.3,explicit_alpha0,2,V1,0.8923076923076924,0.3790849673202614,0.5321100917431193,58.0,7.0,95.0,65,0.31687774245296313,0.13400206003305237,,,,,,,,,
0.3,explicit_alpha0,2,V2,0.625,0.5555555555555556,0.5882352941176471,5.0,3.0,4.0,8,0.339643690726831,0.13956609295999087,,,,,,,,,
0.3,explicit_alpha0,2,V3,0.6296296296296297,0.40476190476190477,0.4927536231884058,17.0,10.0,25.0,27,0.32501703006718424,0.154772744402977,,,,,,,,,
0.3,explicit_alpha0,2,V4,0.5384615384615384,0.5833333333333334,0.5599999999999999,7.0,6.0,5.0,13,0.34439105333540976,0.1570268648136657,,,,,,,,,
0.3,explicit_alpha0,2,V5,1.0,0.6785714285714286,0.8085106382978724,19.0,0.0,9.0,19,0.26830311519853145,0.15916167654364,,,,,,,,,
0.3,explicit_alpha0,2,V6,0.4369565217391304,0.5868613138686132,0.5009345794392523,402.0,518.0,283.0,920,0.16319191063328622,0.1365969529545336,,,,,,,,,
0.3,explicit_alpha0,2,V7,0.5,0.8,0.6153846153846154,4.0,4.0,1.0,8,0.31088208080521273,0.15639818338094633,,,,,,,,,
0.3,explicit_alpha0,2,V8,0.7,1.0,0.8235294117647058,7.0,3.0,0.0,10,0.31409085177593793,0.15251419730233964,,,,,,,,,
0.3,explicit_alpha0,2,V9,0.4,0.5,0.4444444444444445,2.0,3.0,2.0,5,0.24282353041296184,0.14144698444032663,,,,,,,,,
0.3,explicit_alpha0,2,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.25287428517879484,0.13580938499566675,,,,,,,,,
0.3,explicit_alpha0,2,__MICRO_MACRO__,0.4838112858464385,0.5522703273495249,0.5157790927021697,523.0,558.0,424.0,,,,0.4838112858464385,0.5522703273495249,0.5157790927021697,0.6055688715471323,0.6488168503411097,0.5865902698380063,523.0,558.0,424.0
0.3,explicit_alpha0,3,V1,0.8833333333333333,0.3464052287581699,0.4976525821596244,53.0,7.0,100.0,60,0.3172375771784958,0.13389282026776642,,,,,,,,,
0.3,explicit_alpha0,3,V2,0.5,0.4444444444444444,0.47058823529411764,4.0,4.0,5.0,8,0.3364615466218817,0.14030847289900925,,,,,,,,,
0.3,explicit_alpha0,3,V3,0.56,0.3333333333333333,0.41791044776119407,14.0,11.0,28.0,25,0.32039279387130626,0.15187924685924623,,,,,,,,,
0.3,explicit_alpha0,3,V4,0.3684210526315789,0.5833333333333334,0.4516129032258065,7.0,12.0,5.0,19,0.33381603789184816,0.15368119858448312,,,,,,,,,
0.3,explicit_alpha0,3,V5,0.8421052631578947,0.5714285714285714,0.6808510638297872,16.0,3.0,12.0,19,0.2713865157790542,0.1598680546121467,,,,,,,,,
0.3,explicit_alpha0,3,V6,0.434640522875817,0.5824817518248175,0.4978165938864629,399.0,519.0,286.0,918,0.1629443926595594,0.13587156255190028,,,,,,,,,
0.3,explicit_alpha0,3,V7,0.6666666666666666,0.8,0.7272727272727272,4.0,2.0,1.0,6,0.317392346247366,0.14417992017165926,,,,,,,,,
0.3,explicit_alpha0,3,V8,1.0,0.7142857142857143,0.8333333333333333,5.0,0.0,2.0,5,0.31402957770218864,0.15776588619251955,,,,,,,,,
0.3,explicit_alpha0,3,V9,1.0,0.75,0.8571428571428571,3.0,0.0,1.0,3,0.23533788348350496,0.14183353665541815,,,,,,,,,
0.3,explicit_alpha0,3,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.25509097844852646,0.1336665570060181,,,,,,,,,
0.3,explicit_alpha0,3,__MICRO_MACRO__,0.47427502338634236,0.5353748680042238,0.5029761904761905,507.0,562.0,440.0,,,,0.47427502338634236,0.5353748680042238,0.5029761904761905,0.6588500171998624,0.6125712377408384,0.593418074390591,507.0,562.0,440.0
0.3,explicit_alpha0,4,V1,0.8983050847457628,0.3464052287581699,0.5,53.0,6.0,100.0,59,0.3181530645787725,0.136496908355529,,,,,,,,,
0.3,explicit_alpha0,4,V2,0.5,0.3333333333333333,0.4,3.0,3.0,6.0,6,0.34571452448297585,0.14762096966309385,,,,,,,,,
0.3,explicit_alpha0,4,V3,0.46153846153846156,0.2857142857142857,0.35294117647058826,12.0,14.0,30.0,26,0.3239522884353635,0.14667706007158635,,,,,,,,,
0.3,explicit_alpha0,4,V4,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.0,4.0,4.0,12,0.34917002982863,0.1507698937510898,,,,,,,,,
0.3,explicit_alpha0,4,V5,0.9333333333333333,0.5,0.6511627906976745,14.0,1.0,14.0,15,0.2660796504407349,0.15615379776647415,,,,,,,,,
0.3,explicit_alpha0,4,V6,0.44026548672566373,0.581021897810219,0.500943989930774,398.0,506.0,287.0,904,0.16233691811206608,0.1354812071394192,,,,,,,,,
0.3,explicit_alpha0,4,V7,0.6666666666666666,0.8,0.7272727272727272,4.0,2.0,1.0,6,0.3131266340047461,0.14513090777184545,,,,,,,,,
0.3,explicit_alpha0,4,V8,1.0,0.8571428571428571,0.923076923076923,6.0,0.0,1.0,6,0.3161465500973048,0.15704252953273232,,,,,,,,,
0.3,explicit_alpha0,4,V9,0.3333333333333333,0.25,0.28571428571428575,1.0,2.0,3.0,3,0.2453071519360083,0.1413832994538996,,,,,,,,,
0.3,explicit_alpha0,4,V10,0.4,1.0,0.5714285714285715,2.0,3.0,0.0,5,0.2589626219492922,0.13956637612769576,,,,,,,,,
0.3,explicit_alpha0,4,__MICRO_MACRO__,0.48080614203454897,0.529039070749736,0.5037707390648567,501.0,541.0,446.0,,,,0.48080614203454897,0.529039070749736,0.5037707390648567,0.6300109033009889,0.5620284269425532,0.557920713125821,501.0,541.0,446.0
0.3,explicit_alpha0,5,V1,0.9333333333333333,0.3660130718954248,0.5258215962441314,56.0,4.0,97.0,60,0.3137080508992266,0.13690022653023112,,,,,,,,,
0.3,explicit_alpha0,5,V2,0.6666666666666666,0.4444444444444444,0.5333333333333333,4.0,2.0,5.0,6,0.34552747501990005,0.14163786610875068,,,,,,,,,
0.3,explicit_alpha0,5,V3,0.6071428571428571,0.40476190476190477,0.4857142857142857,17.0,11.0,25.0,28,0.3196062627006003,0.15059050715933178,,,,,,,,,
0.3,explicit_alpha0,5,V4,0.5294117647058824,0.75,0.6206896551724139,9.0,8.0,3.0,17,0.34069176375766974,0.15553913095529814,,,,,,,,,
0.3,explicit_alpha0,5,V5,0.9473684210526315,0.6428571428571429,0.7659574468085106,18.0,1.0,10.0,19,0.27095734764273754,0.16552713252632217,,,,,,,,,
0.3,explicit_alpha0,5,V6,0.43487621097954793,0.5897810218978102,0.5006195786864932,404.0,525.0,281.0,929,0.16320599429726743,0.13619379811569857,,,,,,,,,
0.3,explicit_alpha0,5,V7,0.6,0.6,0.6,3.0,2.0,2.0,5,0.3235849065953192,0.144982022473505,,,,,,,,,
0.3,explicit_alpha0,5,V8,0.6,0.8571428571428571,0.7058823529411764,6.0,4.0,1.0,10,0.3091560376034395,0.1549855440515686,,,,,,,,,
0.3,explicit_alpha0,5,V9,0.75,0.75,0.75,3.0,1.0,1.0,4,0.23123779189546162,0.14875922271171937,,,,,,,,,
0.3,explicit_alpha0,5,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.25981012849249985,0.1363212472771824,,,,,,,,,
0.3,explicit_alpha0,5,__MICRO_MACRO__,0.48154981549815495,0.5512143611404435,0.5140324963072378,522.0,562.0,425.0,,,,0.48154981549815495,0.5512143611404435,0.5140324963072378,0.6402132587214252,0.6405000442999584,0.5988018248900344,522.0,562.0,425.0
0.3,explicit_alpha0,6,V1,0.8939393939393939,0.38562091503267976,0.5388127853881278,59.0,7.0,94.0,66,0.3180311430973602,0.13146081264180626,,,,,,,,,
0.3,explicit_alpha0,6,V2,0.6666666666666666,0.4444444444444444,0.5333333333333333,4.0,2.0,5.0,6,0.3363729823984651,0.15025075244579547,,,,,,,,,
0.3,explicit_alpha0,6,V3,0.5909090909090909,0.30952380952380953,0.40625000000000006,13.0,9.0,29.0,22,0.33062722050945437,0.1484765293289466,,,,,,,,,
0.3,explicit_alpha0,6,V4,0.5384615384615384,0.5833333333333334,0.5599999999999999,7.0,6.0,5.0,13,0.3420817762997084,0.15347476587916956,,,,,,,,,
0.3,explicit_alpha0,6,V5,0.95,0.6785714285714286,0.7916666666666667,19.0,1.0,9.0,20,0.2672047520243563,0.15460195576917407,,,,,,,,,
0.3,explicit_alpha0,6,V6,0.4331896551724138,0.5868613138686132,0.49845009299442045,402.0,526.0,283.0,928,0.16268114503922976,0.1359552542273465,,,,,,,,,
0.3,explicit_alpha0,6,V7,0.42857142857142855,0.6,0.5,3.0,4.0,2.0,7,0.3126585471877665,0.14677072455284657,,,,,,,,,
0.3,explicit_alpha0,6,V8,1.0,0.7142857142857143,0.8333333333333333,5.0,0.0,2.0,5,0.3119047384214816,0.18222191795156692,,,,,,,,,
0.3,explicit_alpha0,6,V9,0.6,0.75,0.6666666666666665,3.0,2.0,1.0,5,0.23586978471236683,0.1331260006203659,,,,,,,,,
0.3,explicit_alpha0,6,V10,0.2857142857142857,1.0,0.4444444444444445,2.0,5.0,0.0,7,0.27077883837977235,0.14157731101703072,,,,,,,,,
0.3,explicit_alpha0,6,__MICRO_MACRO__,0.47914735866543096,0.545934530095037,0.510365251727542,517.0,562.0,430.0,,,,0.47914735866543096,0.545934530095037,0.510365251727542,0.6387452059434817,0.6052640959060023,0.5772957322826991,517.0,562.0,430.0
0.3,explicit_alpha0,7,V1,0.9152542372881356,0.35294117647058826,0.5094339622641509,54.0,5.0,99.0,59,0.31573286005468365,0.1330840514628319,,,,,,,,,
0.3,explicit_alpha0,7,V2,0.5,0.2222222222222222,0.30769230769230765,2.0,2.0,7.0,4,0.354145296563159,0.13312667670702305,,,,,,,,,
0.3,explicit_alpha0,7,V3,0.4482758620689655,0.30952380952380953,0.3661971830985915,13.0,16.0,29.0,29,0.32424079178424803,0.14714174501913202,,,,,,,,,
0.3,explicit_alpha0,7,V4,0.5,0.5833333333333334,0.5384615384615384,7.0,7.0,5.0,14,0.34240339491063665,0.146062238518886,,,,,,,,,
0.3,explicit_alpha0,7,V5,1.0,0.6785714285714286,0.8085106382978724,19.0,0.0,9.0,19,0.2699289673667335,0.1585295911238974,,,,,,,,,
0.3,explicit_alpha0,7,V6,0.4293304994686504,0.5897810218978102,0.49692496924969254,404.0,537.0,281.0,941,0.16311054627505425,0.13614189332878687,,,,,,,,,
0.3,explicit_alpha0,7,V7,0.8,0.8,0.8000000000000002,4.0,1.0,1.0,5,0.3112879407020948,0.15508133216150435,,,,,,,,,
0.3,explicit_alpha0,7,V8,0.8333333333333334,0.7142857142857143,0.7692307692307692,5.0,1.0,2.0,6,0.30431418470182625,0.15590259415078092,,,,,,,,,
0.3,explicit_alpha0,7,V9,0.5,0.5,0.5,2.0,2.0,2.0,4,0.22602545083300216,0.14234621548918122,,,,,,,,,
0.3,explicit_alpha0,7,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.2757305889224755,0.14178768322747592,,,,,,,,,
0.3,explicit_alpha0,7,__MICRO_MACRO__,0.47102115915363385,0.5406546990496304,0.503441494591937,512.0,575.0,435.0,,,,0.47102115915363385,0.5406546990496304,0.503441494591937,0.6259527265492417,0.5750658706304906,0.5596451368294922,512.0,575.0,435.0
0.3,explicit_alpha0,8,V1,0.8939393939393939,0.38562091503267976,0.5388127853881278,59.0,7.0,94.0,66,0.317523212940616,0.13544752434285517,,,,,,,,,
0.3,explicit_alpha0,8,V2,0.5555555555555556,0.5555555555555556,0.5555555555555556,5.0,4.0,4.0,9,0.34252938771940933,0.14980959912247593,,,,,,,,,
0.3,explicit_alpha0,8,V3,0.5238095238095238,0.2619047619047619,0.3492063492063492,11.0,10.0,31.0,21,0.32745233880555374,0.1515698034360804,,,,,,,,,
0.3,explicit_alpha0,8,V4,0.5,0.5,0.5,6.0,6.0,6.0,12,0.35029616545362224,0.15933242124102176,,,,,,,,,
0.3,explicit_alpha0,8,V5,0.9375,0.5357142857142857,0.6818181818181818,15.0,1.0,13.0,16,0.27370096797047594,0.1551160783327983,,,,,,,,,
0.3,explicit_alpha0,8,V6,0.44171122994652406,0.602919708029197,0.5098765432098766,413.0,522.0,272.0,935,0.1634414642882722,0.1367031820123264,,,,,,,,,
0.3,explicit_alpha0,8,V7,0.5,0.6,0.5454545454545454,3.0,3.0,2.0,6,0.3136451804741636,0.14062837846790316,,,,,,,,,
