p,mode,seed,video_id,precision,recall,f1,tp,fp,fn,n_pred_events,mean_score,std_score,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,total_tp,total_fp,total_fn
0.1,naive_zero,1,V3,0.5,0.2857142857142857,0.36363636363636365,12.0,12.0,30.0,24,0.3358586583708108,0.12550206874831418,,,,,,,,,
0.1,naive_zero,1,V4,0.4375,0.5833333333333334,0.5,7.0,9.0,5.0,16,0.36781401373241895,0.13545846824291333,,,,,,,,,
0.1,naive_zero,1,V5,1.0,0.5,0.6666666666666666,14.0,0.0,14.0,14,0.2899389450449794,0.14612198369296345,,,,,,,,,
0.1,naive_zero,1,V6,0.4337078651685393,0.5635036496350365,0.4901587301587301,386.0,504.0,299.0,890,0.16167747106592445,0.1265333374057361,,,,,,,,,
0.1,naive_zero,1,V7,0.5,0.6,0.5454545454545454,3.0,3.0,2.0,6,0.33138131641991736,0.13086271134827415,,,,,,,,,
0.1,naive_zero,1,V8,0.875,1.0,0.9333333333333333,7.0,1.0,0.0,8,0.33197916921150794,0.1337697116030783,,,,,,,,,
0.1,naive_zero,1,V9,0.3333333333333333,0.25,0.28571428571428575,1.0,2.0,3.0,3,0.24692802545606993,0.13687311315004314,,,,,,,,,
0.1,naive_zero,1,V10,0.4,1.0,0.5714285714285715,2.0,3.0,0.0,5,0.2734026226410023,0.11719611909280726,,,,,,,,,
0.1,naive_zero,1,__MICRO_MACRO__,0.4753623188405797,0.5195353748680043,0.4964682139253279,492.0,543.0,455.0,,,,0.4753623188405797,0.5195353748680043,0.4964682139253279,0.5897573985387119,0.5593008785022525,0.5350345217667922,492.0,543.0,455.0
0.1,naive_zero,2,V1,0.9193548387096774,0.37254901960784315,0.5302325581395348,57.0,5.0,96.0,62,0.32935339661760116,0.10501400794285225,,,,,,,,,
0.1,naive_zero,2,V2,0.4444444444444444,0.4444444444444444,0.4444444444444444,4.0,5.0,5.0,9,0.3524661261616014,0.12285099483832476,,,,,,,,,
0.1,naive_zero,2,V3,0.45454545454545453,0.23809523809523808,0.31249999999999994,10.0,12.0,32.0,22,0.33972464883870496,0.1317636486777532,,,,,,,,,
0.1,naive_zero,2,V4,0.5,0.5,0.5,6.0,6.0,6.0,12,0.3599247089813311,0.13453228195307604,,,,,,,,,
0.1,naive_zero,2,V5,1.0,0.4642857142857143,0.6341463414634146,13.0,0.0,15.0,13,0.2901828428220291,0.14271103411203417,,,,,,,,,
0.1,naive_zero,2,V6,0.4379977246871445,0.5620437956204379,0.4923273657289003,385.0,494.0,300.0,879,0.1616725349681332,0.1269236623739339,,,,,,,,,
0.1,naive_zero,2,V7,0.6666666666666666,0.8,0.7272727272727272,4.0,2.0,1.0,6,0.33272519188616706,0.130792929626685,,,,,,,,,
0.1,naive_zero,2,V8,0.75,0.8571428571428571,0.7999999999999999,6.0,2.0,1.0,8,0.33375811901336655,0.136540866776579,,,,,,,,,
0.1,naive_zero,2,V9,0.6666666666666666,0.5,0.5714285714285715,2.0,1.0,2.0,3,0.24116028155431393,0.13746955264219654,,,,,,,,,
0.1,naive_zero,2,V10,0.3333333333333333,1.0,0.5,2.0,4.0,0.0,6,0.2766837797238971,0.12237615545360561,,,,,,,,,
0.1,naive_zero,2,__MICRO_MACRO__,0.47941176470588237,0.5163674762407603,0.49720386375190645,489.0,531.0,458.0,,,,0.47941176470588237,0.5163674762407603,0.49720386375190645,0.6173009129053387,0.5738561069196535,0.5512352008477592,489.0,531.0,458.0
0.1,naive_zero,3,V1,0.9047619047619048,0.37254901960784315,0.5277777777777779,57.0,6.0,96.0,63,0.3294173603129321,0.10522273518683897,,,,,,,,,
0.1,naive_zero,3,V2,0.5,0.4444444444444444,0.47058823529411764,4.0,4.0,5.0,8,0.36018082146737557,0.11402207324333015,,,,,,,,,
0.1,naive_zero,3,V3,0.48,0.2857142857142857,0.3582089552238806,12.0,13.0,30.0,25,0.3395272450485938,0.12584252830387957,,,,,,,,,
0.1,naive_zero,3,V4,0.47058823529411764,0.6666666666666666,0.5517241379310345,8.0,9.0,4.0,17,0.364886078613925,0.13223280221841732,,,,,,,,,
0.1,naive_zero,3,V5,0.9375,0.5357142857142857,0.6818181818181818,15.0,1.0,13.0,16,0.2856997712814806,0.1397808394616904,,,,,,,,,
0.1,naive_zero,3,V6,0.44269662921348313,0.5751824817518248,0.5003174603174603,394.0,496.0,291.0,890,0.1617049026956285,0.1268491950890598,,,,,,,,,
0.1,naive_zero,3,V7,0.5714285714285714,0.8,0.6666666666666666,4.0,3.0,1.0,7,0.34086656552007627,0.1274807331854645,,,,,,,,,
0.1,naive_zero,3,V8,1.0,0.8571428571428571,0.923076923076923,6.0,0.0,1.0,6,0.33134055139526714,0.1421548590931731,,,,,,,,,
0.1,naive_zero,3,V9,0.3333333333333333,0.25,0.28571428571428575,1.0,2.0,3.0,3,0.23782569398543887,0.13673768035725709,,,,,,,,,
