frame_id,timestamp,risk_score,risk_level
0,0.0,0.32,MEDIUM
1,0.1,0.32,MEDIUM
2,0.2,0.32,MEDIUM
3,0.3,0.32,MEDIUM
4,0.4,0.1625430457681051,LOW
5,0.5,0.263707710452526,MEDIUM
6,0.6,0.33384615384615385,MEDIUM
7,0.7,0.33384615384615385,MEDIUM
8,0.8,0.33384615384615385,MEDIUM
9,0.9,0.33384615384615385,MEDIUM
10,1.0,0.33384615384615385,MEDIUM
11,1.1,0.33384615384615385,MEDIUM
12,1.2,0.33384615384615385,MEDIUM
13,1.3,0.32,MEDIUM
14,1.4,0.32,MEDIUM
15,1.5,0.32,MEDIUM
16,1.6,0.32,MEDIUM
17,1.7,0.32,MEDIUM
18,1.8,0.32,MEDIUM
19,1.9,0.32,MEDIUM
20,2.0,0.32,MEDIUM
21,2.1,0.32,MEDIUM
22,2.2,0.32,MEDIUM
23,2.3,0.32,MEDIUM
24,2.4,0.32,MEDIUM
25,2.5,0.32,MEDIUM
26,2.6,0.32,MEDIUM
27,2.7,0.32,MEDIUM
28,2.8,0.32,MEDIUM
29,2.9,0.32,MEDIUM
30,3.0,0.32,MEDIUM
31,3.1,0.32,MEDIUM
32,3.2,0.32,MEDIUM
33,3.3,0.32,MEDIUM
34,3.4,0.32,MEDIUM
35,3.5,0.32,MEDIUM
36,3.6,0.32,MEDIUM
37,3.7,0.32,MEDIUM
38,3.8,0.32,MEDIUM
39,3.9,0.32,MEDIUM
40,4.0,0.32,MEDIUM
41,4.1,0.32,MEDIUM
42,4.2,0.32,MEDIUM
43,4.3,0.32,MEDIUM
44,4.4,0.32,MEDIUM
45,4.5,0.32,MEDIUM
46,4.6,0.32,MEDIUM
47,4.7,0.32,MEDIUM
48,4.8,0.32,MEDIUM
49,4.9,0.32,MEDIUM
50,5.0,0.33384615384615385,MEDIUM
51,5.1,0.33384615384615385,MEDIUM
52,5.2,0.33384615384615385,MEDIUM
53,5.3,0.33384615384615385,MEDIUM
54,5.4,0.33384615384615385,MEDIUM
55,5.5,0.33384615384615385,MEDIUM
56,5.6,0.33384615384615385,MEDIUM
57,5.7,0.33384615384615385,MEDIUM
58,5.8,0.33384615384615385,MEDIUM
59,5.9,0.33384615384615385,MEDIUM
60,6.0,0.33384615384615385,MEDIUM
61,6.1,0.33384615384615385,MEDIUM
62,6.2,0.33384615384615385,MEDIUM
63,6.3,0.33384615384615385,MEDIUM
64,6.4,0.33384615384615385,MEDIUM
65,6.5,0.33384615384615385,MEDIUM
66,6.6,0.33384615384615385,MEDIUM
67,6.7,0.33384615384615385,MEDIUM
68,6.8,0.33384615384615385,MEDIUM
69,6.9,0.33384615384615385,MEDIUM
70,7.0,0.33384615384615385,MEDIUM
71,7.1,0.33384615384615385,MEDIUM
72,7.2,0.013846153846153848,LOW
