frame_id,timestamp,risk_score,risk_level
0,0.0,0.09312716410994876,LOW
1,0.1,0.26888012255242,MEDIUM
2,0.2,0.2796591452990419,MEDIUM
3,0.3,0.3383679102044868,MEDIUM
4,0.4,0.31792071256071597,MEDIUM
5,0.5,0.29834753444216106,MEDIUM
6,0.6,0.33925906641589904,MEDIUM
7,0.7,0.3615980628778441,MEDIUM
8,0.8,0.35468332420698195,MEDIUM
9,0.9,0.3493059496027919,MEDIUM
10,1.0,0.3777797494701734,MEDIUM
11,1.1,0.35238587843165375,MEDIUM
12,1.2,0.3004167704523254,MEDIUM
13,1.3,0.24839999999999998,LOW
14,1.4,0.32199999999999995,MEDIUM
15,1.5,0.32199999999999995,MEDIUM
16,1.6,0.32199999999999995,MEDIUM
17,1.7,0.36417287382405633,MEDIUM
18,1.8,0.28197237701753197,MEDIUM
19,1.9,0.2582698448590439,MEDIUM
20,2.0,0.2737523573683978,MEDIUM
21,2.1,0.28697389590792133,MEDIUM
22,2.2,0.21807468979752914,LOW
23,2.3,0.30080405582848,MEDIUM
24,2.4,0.32199999999999995,MEDIUM
25,2.5,0.32199999999999995,MEDIUM
26,2.6,0.32972124811333564,MEDIUM
27,2.7,0.32446365177479985,MEDIUM
28,2.8,0.32199999999999995,MEDIUM
29,2.9,0.31896051563687544,MEDIUM
30,3.0,0.30223407373559824,MEDIUM
31,3.1,0.32199999999999995,MEDIUM
32,3.2,0.27618226279762853,MEDIUM
33,3.3,0.2160351714446207,LOW
34,3.4,0.20711671948535082,LOW
35,3.5,0.23692797625963524,LOW
36,3.6,0.21821760993424055,LOW
37,3.7,0.24782548938048574,LOW
38,3.8,0.12974778863815617,LOW
39,3.9,0.12718876947927696,LOW
40,4.0,0.12441761227529628,LOW
41,4.1,0.12386007628385409,LOW
42,4.2,0.1750078299629936,LOW
43,4.3,0.2084289125456465,LOW
44,4.4,0.264158120609049,MEDIUM
45,4.5,0.4096690643073736,MEDIUM
46,4.6,0.5032,HIGH
47,4.7,0.33433509120037536,MEDIUM
48,4.8,0.3553706993317862,MEDIUM
49,4.9,0.3261581908658883,MEDIUM
50,5.0,0.3552382752102362,MEDIUM
51,5.1,0.3251846153846154,MEDIUM
52,5.2,0.36580839360550366,MEDIUM
53,5.3,0.35045837025540055,MEDIUM
54,5.4,0.3321774857432243,MEDIUM
55,5.5,0.35008855966621477,MEDIUM
56,5.6,0.33598485367272163,MEDIUM
57,5.7,0.343961931952241,MEDIUM
58,5.8,0.3609377468306437,MEDIUM
59,5.9,0.3389794579429011,MEDIUM
60,6.0,0.37331375023356816,MEDIUM
61,6.1,0.3416815889129542,MEDIUM
62,6.2,0.3251846153846154,MEDIUM
63,6.3,0.3251846153846154,MEDIUM
64,6.4,0.3251846153846154,MEDIUM
65,6.5,0.2545996453079115,MEDIUM
66,6.6,0.27966446109890153,MEDIUM
67,6.7,0.3251846153846154,MEDIUM
68,6.8,0.3251846153846154,MEDIUM
69,6.9,0.3251846153846154,MEDIUM
70,7.0,0.3251846153846154,MEDIUM
71,7.1,0.2628068723578132,MEDIUM
72,7.2,0.15581796300518527,LOW
73,7.3,0.28241935441875626,MEDIUM
74,7.4,0.28363658926216573,MEDIUM
75,7.5,0.3322272093115197,MEDIUM
76,7.6,0.3251846153846154,MEDIUM
77,7.7,0.2515846153846154,MEDIUM
78,7.8,0.2515846153846154,MEDIUM
79,7.9,0.3276499606992414,MEDIUM
80,8.0,0.3251846153846154,MEDIUM
81,8.1,0.3389714829617733,MEDIUM
82,8.2,0.3251846153846154,MEDIUM
83,8.3,0.3251846153846154,MEDIUM
84,8.4,0.3251846153846154,MEDIUM
85,8.5,0.3251846153846154,MEDIUM
86,8.6,0.3251846153846154,MEDIUM
87,8.7,0.3251846153846154,MEDIUM
88,8.8,0.3251846153846154,MEDIUM
89,8.9,0.3251846153846154,MEDIUM
90,9.0,0.3251846153846154,MEDIUM
91,9.1,0.3251846153846154,MEDIUM
92,9.2,0.3251846153846154,MEDIUM
93,9.3,0.3251846153846154,MEDIUM
94,9.4,0.3251846153846154,MEDIUM
95,9.5,0.3251846153846154,MEDIUM
96,9.6,0.3251846153846154,MEDIUM
97,9.7,0.342132335841741,MEDIUM
98,9.8,0.3251846153846154,MEDIUM
99,9.9,0.3251846153846154,MEDIUM
100,10.0,0.3251846153846154,MEDIUM
101,10.1,0.3251846153846154,MEDIUM
102,10.2,0.3251846153846154,MEDIUM
103,10.3,0.3251846153846154,MEDIUM
104,10.4,0.34655323109723835,MEDIUM
105,10.5,0.34699223685597425,MEDIUM
106,10.6,0.3251846153846154,MEDIUM
107,10.7,0.3251846153846154,MEDIUM
108,10.8,0.34153295022187863,MEDIUM
109,10.9,0.3251846153846154,MEDIUM
110,11.0,0.25195465445612836,MEDIUM
111,11.1,0.2515846153846154,MEDIUM
112,11.2,0.25290132163751045,MEDIUM
113,11.3,0.2520687035485335,MEDIUM
114,11.4,0.2515846153846154,MEDIUM
115,11.5,0.3021798295957266,MEDIUM
116,11.6,0.2907281048897828,MEDIUM
117,11.7,0.28400139742543185,MEDIUM
118,11.8,0.3251846153846154,MEDIUM
119,11.9,0.3251846153846154,MEDIUM
120,12.0,0.3251846153846154,MEDIUM
121,12.1,0.33241855106015955,MEDIUM
122,12.2,0.3251846153846154,MEDIUM
123,12.3,0.3251846153846154,MEDIUM
124,12.4,0.3251846153846154,MEDIUM
125,12.5,0.3251846153846154,MEDIUM
126,12.6,0.3251846153846154,MEDIUM
127,12.7,0.3251846153846154,MEDIUM
128,12.8,0.3251846153846154,MEDIUM
129,12.9,0.30086349538461477,MEDIUM
130,13.0,0.3251846153846154,MEDIUM
131,13.1,0.3251846153846154,MEDIUM
132,13.2,0.3251846153846154,MEDIUM
133,13.3,0.3251846153846154,MEDIUM
134,13.4,0.2574635655886964,MEDIUM
