ablation_mode,max_risk_score,mean_risk_score,number_of_candidate_events,risk_event_density,percentage_high_or_critical_frames,earliest_high_or_critical_timestamp
biomechanics_only,1.0,0.4421156646763929,6,1.0344827586206897,27.586206896551722,0.0
posture_only,0.6538461538461539,0.3034872126254009,2,0.3448275862068966,20.689655172413794,2.7
anomaly_only,0.6295754026354319,0.2356008671576344,4,0.6896551724137931,10.344827586206897,0.1
biomechanics_plus_posture,0.8800112981536371,0.46374323249007376,5,0.8620689655172414,44.827586206896555,0.0
full_fusion,0.8328054050367,0.4784086982548569,6,1.0344827586206897,43.103448275862064,0.1
full_fusion_without_interactions,0.6228054050366999,0.3142707672203741,5,0.8620689655172414,8.620689655172415,0.2
full_fusion_with_surrender_disabled,0.8328054050367,0.4784086982548569,6,1.0344827586206897,43.103448275862064,0.1
full_fusion_with_limb_anomaly_disabled,0.7200058750398913,0.3763847843543607,6,1.0344827586206897,17.24137931034483,0.1
