video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V2,9,6,6,0,3,1.000000,0.666667,0.800000,0.100000,0.222222,0.010000,0.500000,/home/cesar/youtube/fightsafe-ai/data/boxingvi/annotations/V2.xlsx,/home/cesar/youtube/fightsafe-ai/outputs/evaluation/boxingvi_batch/boxingvi_predictions_V2.json,6
