video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V4,12,19,6,13,6,0.315789,0.500000,0.387097,-0.055556,0.233333,0.010000,0.500000,/home/cesar/youtube/fightsafe-ai/data/boxingvi/annotations/V4.xlsx,/home/cesar/youtube/fightsafe-ai/outputs/evaluation/boxingvi_batch/boxingvi_predictions_V4.json,6
