video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V5,28,60,25,35,3,0.416667,0.892857,0.568182,0.118667,0.172000,0.010000,0.500000,data/boxingvi/annotations/V5.xlsx,outputs/evaluation/boxingvi_batch/boxingvi_predictions_V5.json,25
