video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V1,153,39,39,0,114,1.000000,0.254902,0.406250,0.017094,0.193162,0.010000,0.500000,/home/cesar/papers/fightsafe-ai/legacy/fightsafe-ai/data/boxingvi/annotations/V1.xlsx,/home/cesar/papers/fightsafe-ai/fightsafe-ai/outputs/repro/fusion2026/statistics/baselines_run/full_fusion/boxingvi_predictions_V1.json,39
