video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V3,42,11,2,9,40,0.181818,0.047619,0.075472,-0.016667,0.216667,0.010000,0.500000,data/boxingvi/annotations/V3.xlsx,outputs/evaluation/boxingvi_batch/boxingvi_predictions_V3.json,2
