video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V7,5,17,3,14,2,0.176471,0.600000,0.272727,0.222222,0.311111,0.010000,0.500000,data/boxingvi/annotations/V7.xlsx,outputs/evaluation/boxingvi_batch/boxingvi_predictions_V7.json,3
