video_id,n_ground_truth_punches,n_predicted_qualified,true_positives,false_positives,false_negatives,precision,recall,f1,mean_detection_latency_seconds,mean_abs_detection_latency_seconds,iou_threshold,tolerance_seconds,annotation_path,predictions_path,n_matches
V8,7,6,5,1,2,0.833333,0.714286,0.769231,-0.326667,0.540000,0.010000,0.500000,/home/cesar/papers/fightsafe-ai/legacy/fightsafe-ai/data/boxingvi/annotations/V8.xlsx,/home/cesar/papers/fightsafe-ai/fightsafe-ai/outputs/repro/fusion2026/statistics/baselines_run/full_fusion/boxingvi_predictions_V8.json,5
